454: 113.500, 0.000000, 0, 0, 0
455: 113.750, 0.000000, 0, 0, 0
456: 114.000, 0.000000, 0, 0, 0
457: 114.250, 0.000000, 0, 0, 0
458: 114.500, 0.000000, 0, 0, 0
459: 114.750, 0.000000, 0, 0, 0
460: 115.000, 0.000000, 0, 0, 0
461: 115.250, 0.000000, 0, 0, 0
462: 115.500, 0.000000, 0, 0, 0
463: 115.750, 0.000000, 0, 0, 0
464: 116.000, 0.000000, 0, 0, 0
465: 116.250, 0.000000, 0, 0, 0
466: 116.500, 0.000000, 0, 0, 0
467: 116.750, 0.000000, 0, 0, 0
468: 117.000, 0.000000, 0, 0, 0
469: 117.250, 0.000000, 0, 0, 0
470: 117.500, 0.000000, 0, 0, 0
471: 117.750, 0.000000, 0, 0, 0
472: 118.000, 0.000000, 0, 0, 0
473: 118.250, 0.000000, 0, 0, 0
474: 118.500, 0.000000, 0, 0, 0
475: 118.750, 0.000000, 0, 0, 0
476: 119.000, 0.000000, 0, 0, 0
477: 119.250, 0.000000, 0, 0, 0
478: 119.500, 0.000000, 0, 0, 0
479: 119.750, 0.000000, 0, 0, 0
480: 120.000, 0.000000, 0, 0, 0
481: 120.250, 0.000000, 0, 0, 0
482: 120.500, 0.000000, 0, 0, 0
483: 120.750, 0.000000, 0, 0, 0
484: 121.000, 0.000000, 0, 0, 0
485: 121.250, 0.000000, 0, 0, 0
486: 121.500, 0.000000, 0, 0, 0
487: 121.750, 0.000000, 0, 0, 0
488: 122.000, 0.000000, 0, 0, 0
489: 122.250, 0.000000, 0, 0, 0
490: 122.500, 0.000000, 0, 0, 0
491: 122.750, 0.000000, 0, 0, 0
492: 123.000, 0.000000, 0, 0, 0
493: 123.250, 0.000000, 0, 0, 0
494: 123.500, 0.000000, 0, 0, 0
495: 123.750, 0.000000, 0, 0, 0
496: 124.000, 0.000000, 0, 0, 0
497: 124.250, 0.000000, 0, 0, 0
498: 124.500, 0.000000, 0, 0, 0
499: 124.750, 0.000000, 0, 0, 0
500: 125.000, 0.000000, 0, 0, 0
501: 125.250, 0.000000, 0, 0, 0
502: 125.500, 0.000000, 0, 0, 0
503: 125.750, 0.000000, 0, 0, 0
504: 126.000, 0.000000, 0, 0, 0
505: 126.250, 0.000000, 0, 0, 0
506: 126.500, 0.000000, 0, 0, 0
507: 126.750, 0.000000, 0, 0, 0
508: 127.000, 0.000000, 0, 0, 0
509: 127.250, 0.000000, 0, 0, 0
510: 127.500, 0.000000, 0, 0, 0
511: 127.750, 0.000000, 0, 0, 0
512: 128.000, 0.000000, 0, 0, 0
513: 128.250, 0.000000, 0, 0, 0
514: 128.500, 0.000000, 0, 0, 0
515: 128.750, 0.000000, 0, 0, 0
516: 129.000, 0.000000, 0, 0, 0
517: 129.250, 0.000000, 0, 0, 0
518: 129.500, 0.000000, 0, 0, 0
519: 129.750, 0.000000, 0, 0, 0
520: 130.000, 0.000000, 0, 0, 0
521: 130.250, 0.000000, 0, 0, 0
522: 130.500, 0.000000, 0, 0, 0
523: 130.750, 0.000000, 0, 0, 0
524: 131.000, 0.000000, 0, 0, 0
525: 131.250, 0.000000, 0, 0, 0
526: 131.500, 0.000000, 0, 0, 0
527: 131.750, 0.000000, 0, 0, 0
528: 132.000, 0.000000, 0, 0, 0
529: 132.250, 0.000000, 0, 0, 0
530: 132.500, 0.000000, 0, 0, 0
531: 132.750, 0.000000, 0, 0, 0
532: 133.000, 0.000000, 0, 0, 0
533: 133.250, 0.000000, 0, 0, 0
534: 133.500, 0.000000, 0, 0, 0
535: 133.750, 0.000000, 0, 0, 0
536: 134.000, 0.000000, 0, 0, 0
537: 134.250, 0.000000, 0, 0, 0
